SYNPCC7942_2569-MONOMER	SYNPCC7942_2569	Q31K20	orotidine 5'-phosphate decarboxylase	PyrF
SYNPCC7942_0812-MONOMER	SYNPCC7942_0812	Q31Q25	Heat shock protein DnaJ-like	
SYNPCC7942_0811-MONOMER	SYNPCC7942_0811	Q31Q26	Na+/H+ antiporter	
SYNPCC7942_0810-MONOMER	SYNPCC7942_0810	Q31Q27	hypothetical protein	
SYNPCC7942_0809-MONOMER	SYNPCC7942_0809	Q31Q28	conserved hypothetical protein	
SYNPCC7942_0808-MONOMER	SYNPCC7942_0808	Q31Q29		SpsA
SYNPCC7942_0807-MONOMER	SYNPCC7942_0807	Q31Q30	conserved hypothetical protein	
SYNPCC7942_0806-MONOMER	SYNPCC7942_0806	Q31Q31	conserved hypothetical protein	
SYNPCC7942_0805-MONOMER	SYNPCC7942_0805	Q31Q32	conserved hypothetical protein	
SYNPCC7942_0804-MONOMER	SYNPCC7942_0804	Q31Q33	4-hydroxythreonine-4-phosphate dehydrogenase	PdxA
SYNPCC7942_0803-MONOMER	SYNPCC7942_0803	Q31Q34	conserved hypothetical protein	
SYNPCC7942_0802-MONOMER	SYNPCC7942_0802	Q31Q35	allophycocyanin alpha chain-like	
SYNPCC7942_0801-MONOMER	SYNPCC7942_0801	P18655		SodB
SYNPCC7942_0800-MONOMER	SYNPCC7942_0800	Q31Q37	conserved hypothetical protein	CpcT
SYNPCC7942_0799-MONOMER	SYNPCC7942_0799	Q31Q38	Elongator protein 3	
SYNPCC7942_0798-MONOMER	SYNPCC7942_0798	Q31Q39	crossover junction endodeoxyribonuclease RuvC	RuvC
SYNPCC7942_0797-MONOMER	SYNPCC7942_0797	Q31Q40	hypothetical protein	
SYNPCC7942_0796-MONOMER	SYNPCC7942_0796	Q31Q41	conserved hypothetical protein	
SYNPCC7942_0795-MONOMER	SYNPCC7942_0795	Q31Q42	conserved hypothetical protein	
SYNPCC7942_0794-MONOMER	SYNPCC7942_0794	Q31Q43	membrane-associated 30 kD protein-like	
SYNPCC7942_0793-MONOMER	SYNPCC7942_0793	Q31Q44	conserved hypothetical protein	
SYNPCC7942_0792-MONOMER	SYNPCC7942_0792	Q31Q45	putative multidrug efflux MFS transporter	
SYNPCC7942_0791-MONOMER	SYNPCC7942_0791	Q31Q46	polyA polymerase	PcnB
SYNPCC7942_0790-MONOMER	SYNPCC7942_0790	Q31Q47	RNA-binding region RNP-1	
SYNPCC7942_0789-MONOMER	SYNPCC7942_0789	Q31Q48	conserved hypothetical protein	
SYNPCC7942_0788-MONOMER	SYNPCC7942_0788	Q31Q49	glutathione S-transferase	
SYNPCC7942_0787-MONOMER	SYNPCC7942_0787	Q31Q50	putative purple acid phosphatase	
SYNPCC7942_0786-MONOMER	SYNPCC7942_0786	Q31Q51	conserved hypothetical protein	
SYNPCC7942_0785-MONOMER	SYNPCC7942_0785	Q31Q52	Penicillin-binding protein 1A	
SYNPCC7942_0784-MONOMER	SYNPCC7942_0784	Q31Q53	conserved hypothetical protein	
SYNPCC7942_0783-MONOMER	SYNPCC7942_0783	Q31Q54	ATP phosphoribosyltransferase	HisG
SYNPCC7942_0782-MONOMER	SYNPCC7942_0782	Q31Q55	ATPase	
SYNPCC7942_0781-MONOMER	SYNPCC7942_0781	Q31Q56	phosphoenolpyruvate synthase	PpsA
SYNPCC7942_0780-MONOMER	SYNPCC7942_0780	Q31Q57	serine/threonine protein kinase	
SYNPCC7942_0779-MONOMER	SYNPCC7942_0779	Q31Q58	metal dependent phosphohydrolase	
SYNPCC7942_0778-MONOMER	SYNPCC7942_0778	Q31Q59	hypothetical protein	
SYNPCC7942_0777-MONOMER	SYNPCC7942_0777	Q31Q60	Methylenetetrahydrofolate dehydrogenase (NADP+)	FolD
SYNPCC7942_0776-MONOMER	SYNPCC7942_0776	Q31Q61	geranylgeranyl pyrophosphate synthase	CrtE
SYNPCC7942_0775-MONOMER	SYNPCC7942_0775	Q31Q62	conserved hypothetical protein	
SYNPCC7942_0774-MONOMER	SYNPCC7942_0774	Q31Q63	esterase	
SYNPCC7942_0773-MONOMER	SYNPCC7942_0773	Q31Q64	conserved hypothetical protein YCF52	
SYNPCC7942_0772-MONOMER	SYNPCC7942_0772	Q31Q65	conserved hypothetical protein	
SYNPCC7942_0771-MONOMER	SYNPCC7942_0771	Q31Q66	conserved hypothetical protein	
SYNPCC7942_0770-MONOMER	SYNPCC7942_0770	Q31Q67	conserved hypothetical protein	
SYNPCC7942_0769-MONOMER	SYNPCC7942_0769	Q31Q68	conserved hypothetical protein	
SYNPCC7942_0768-MONOMER	SYNPCC7942_0768	Q31Q69	conserved hypothetical protein	
SYNPCC7942_0767-MONOMER	SYNPCC7942_0767	Q31Q70	conserved hypothetical protein	
SYNPCC7942_0766-MONOMER	SYNPCC7942_0766	Q31Q71	DNA-damage-inducible protein	DinD
SYNPCC7942_0765-MONOMER	SYNPCC7942_0765	Q31Q72	hypothetical protein	
SYNPCC7942_0764-MONOMER	SYNPCC7942_0764	Q31Q73	transcriptional regulator, XRE family	
SYNPCC7942_0763-MONOMER	SYNPCC7942_0763	Q31Q74	transcriptional regulator, XRE family	
SYNPCC7942_0762-MONOMER	SYNPCC7942_0762	Q31Q75	conserved hypothetical protein	
SYNPCC7942_0761-MONOMER	SYNPCC7942_0761	Q31Q76	conserved hypothetical protein	
SYNPCC7942_0760-MONOMER	SYNPCC7942_0760	Q31Q77	hypothetical protein	
SYNPCC7942_0759-MONOMER	SYNPCC7942_0759	Q31Q78	hypothetical protein	
SYNPCC7942_0758-MONOMER	SYNPCC7942_0758	Q31Q79	hypothetical protein	
SYNPCC7942_0757-MONOMER	SYNPCC7942_0757	Q31Q80	hypothetical protein	
SYNPCC7942_0756-MONOMER	SYNPCC7942_0756	Q31Q81	lysozyme	
SYNPCC7942_0755-MONOMER	SYNPCC7942_0755	Q31Q82	conserved hypothetical protein	
SYNPCC7942_0754-MONOMER	SYNPCC7942_0754	Q31Q83	hypothetical protein	
SYNPCC7942_0753-MONOMER	SYNPCC7942_0753	Q31Q84	phage late control D protein GPD	
SYNPCC7942_0752-MONOMER	SYNPCC7942_0752	Q31Q85	conserved hypothetical protein	
SYNPCC7942_0751-MONOMER	SYNPCC7942_0751	Q31Q86	conserved hypothetical protein	
SYNPCC7942_0750-MONOMER	SYNPCC7942_0750	Q31Q87	phage tail tape measure protein TP901, core region	Tmp
SYNPCC7942_0749-MONOMER	SYNPCC7942_0749	Q31Q88	hypothetical protein	
SYNPCC7942_0748-MONOMER	SYNPCC7942_0748	Q31Q89	phage major tail tube protein	
SYNPCC7942_0747-MONOMER	SYNPCC7942_0747	Q31Q90	conserved hypothetical protein	
SYNPCC7942_0746-MONOMER	SYNPCC7942_0746	Q31Q91	conserved hypothetical protein	
SYNPCC7942_0745-MONOMER	SYNPCC7942_0745	Q31Q92	conserved hypothetical protein	
SYNPCC7942_0744-MONOMER	SYNPCC7942_0744	Q31Q93	conserved hypothetical protein	
SYNPCC7942_0743-MONOMER	SYNPCC7942_0743	Q31Q94	conserved hypothetical protein	
SYNPCC7942_0742-MONOMER	SYNPCC7942_0742	Q31Q95	conserved hypothetical protein	
SYNPCC7942_0741-MONOMER	SYNPCC7942_0741	Q31Q96	phage tail protein I	
SYNPCC7942_0740-MONOMER	SYNPCC7942_0740	Q31Q97	phage P2 protein GPJ	
SYNPCC7942_0739-MONOMER	SYNPCC7942_0739	Q31Q98	conserved hypothetical protein	
SYNPCC7942_0738-MONOMER	SYNPCC7942_0738	Q31Q99	phage baseplate assembly protein V	
SYNPCC7942_0737-MONOMER	SYNPCC7942_0737	Q31QA0	conserved hypothetical protein	
SYNPCC7942_0736-MONOMER	SYNPCC7942_0736	Q31QA1	electron transfer protein	
SYNPCC7942_0735-MONOMER	SYNPCC7942_0735	Q31QA2	conserved hypothetical protein	
SYNPCC7942_0734-MONOMER	SYNPCC7942_0734	Q31QA3	conserved hypothetical protein	
SYNPCC7942_0733-MONOMER	SYNPCC7942_0733	Q31QA4	phage portal protein, lambda	
SYNPCC7942_0732-MONOMER	SYNPCC7942_0732	Q31QA5	conserved hypothetical protein	
SYNPCC7942_0731-MONOMER	SYNPCC7942_0731	Q31QA6	putative phage terminase large subunit	
SYNPCC7942_0730-MONOMER	SYNPCC7942_0730	Q31QA7	conserved hypothetical protein	
SYNPCC7942_0729-MONOMER	SYNPCC7942_0729	Q31QA8	conserved hypothetical protein	
SYNPCC7942_0728-MONOMER	SYNPCC7942_0728	Q31QA9	conserved hypothetical protein	
SYNPCC7942_0727-MONOMER	SYNPCC7942_0727	Q31QB0	conserved hypothetical protein	
SYNPCC7942_0726-MONOMER	SYNPCC7942_0726	Q31QB1	conserved hypothetical protein	
SYNPCC7942_0725-MONOMER	SYNPCC7942_0725	Q31QB2	DNA/RNA helicase, DEAD/DEAH box type	
SYNPCC7942_0724-MONOMER	SYNPCC7942_0724	Q31QB3	conserved hypothetical protein	
SYNPCC7942_0723-MONOMER	SYNPCC7942_0723	Q31QB4	conserved hypothetical protein	
SYNPCC7942_0722-MONOMER	SYNPCC7942_0722	Q31QB5	conserved hypothetical protein	
SYNPCC7942_0721-MONOMER	SYNPCC7942_0721	Q31QB6	hypothetical protein	
SYNPCC7942_0720-MONOMER	SYNPCC7942_0720	Q31QB7	conserved hypothetical protein	
SYNPCC7942_0719-MONOMER	SYNPCC7942_0719	Q31QB8	conserved hypothetical protein	
SYNPCC7942_0718-MONOMER	SYNPCC7942_0718	Q31QB9	conserved hypothetical protein	
SYNPCC7942_0717-MONOMER	SYNPCC7942_0717	Q31QC0	Deoxycytidine triphosphate deaminase	
SYNPCC7942_0716-MONOMER	SYNPCC7942_0716	Q31QC1	conserved hypothetical protein	
SYNPCC7942_0715-MONOMER	SYNPCC7942_0715	Q31QC2	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	MurZ
SYNPCC7942_0714-MONOMER	SYNPCC7942_0714	Q31QC3	N-acetylmuramoyl-L-alanine amidase	Cell wall hydrolase
SYNPCC7942_0713-MONOMER	SYNPCC7942_0713	Q31QC4	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (ferredoxin)	GcpE, IspG
SYNPCC7942_0712-MONOMER	SYNPCC7942_0712	Q31QC5	C-terminal processing peptidase-2	
SYNPCC7942_0711-MONOMER	SYNPCC7942_0711	Q31QC6	carbamoyl-phosphate synthase, large subunit	CarB
SYNPCC7942_0710-MONOMER	SYNPCC7942_0710	Q31QC7	conserved hypothetical protein	
SYNPCC7942_0709-MONOMER	SYNPCC7942_0709	Q31QC8	conserved hypothetical protein	
SYNPCC7942_0708-MONOMER	SYNPCC7942_0708	Q31QC9	conserved hypothetical protein	
SYNPCC7942_0707-MONOMER	SYNPCC7942_0707	Q31QD0	arginine decarboxylase	LdcC
SYNPCC7942_0706-MONOMER	SYNPCC7942_0706	Q31QD1	precorrin decarboxylase	precorrin decarbocylase (typo)
SYNPCC7942_0705-MONOMER	SYNPCC7942_0705	Q31QD2	conserved hypothetical protein	
SYNPCC7942_0704-MONOMER	SYNPCC7942_0704	Q31QD3	Chloramphenicol O-acetyltransferase	Cat
SYNPCC7942_0703-MONOMER	SYNPCC7942_0703	Q31QD4	DNA processing protein DprA, putative	DprA
SYNPCC7942_0702-MONOMER	SYNPCC7942_0702	Q31QD5	conserved hypothetical protein	
SYNPCC7942_0701-MONOMER	SYNPCC7942_0701	Q31QD6	conserved hypothetical protein	
SYNPCC7942_0700-MONOMER	SYNPCC7942_0700	Q31QD7	conserved hypothetical protein	
SYNPCC7942_0699-MONOMER	SYNPCC7942_0699	Q31QD8	PsbM	photosystem II PsbM protein
SYNPCC7942_0698-MONOMER	SYNPCC7942_0698	Q31QD9	probable ferredoxin	
SYNPCC7942_0697-MONOMER	SYNPCC7942_0697	P31094	CP47	photosystem II P680 chlorophyll A apoprotein, photosystem II CP-47 protein, PsbB
SYNPCC7942_0696-MONOMER	SYNPCC7942_0696	Q31QE1	PsbT	photosystem II PsbT protein
SYNPCC7942_0695-MONOMER	SYNPCC7942_0695	Q31QE2	Protein of unknown function DUF193	
SYNPCC7942_0694-MONOMER	SYNPCC7942_0694	Q31QE3	30S ribosomal subunit protein S1	SSU ribosomal protein S1P
SYNPCC7942_0693-MONOMER	SYNPCC7942_0693	Q31QE4	conserved hypothetical protein	
SYNPCC7942_0692-MONOMER	SYNPCC7942_0692	Q31QE5	conserved hypothetical protein	
SYNPCC7942_0691-MONOMER	SYNPCC7942_0691	Q31QE6	hypothetical protein	
SYNPCC7942_0690-MONOMER	SYNPCC7942_0690	Q31QE7	ClpS1 adaptor protein	
SYNPCC7942_0689-MONOMER	SYNPCC7942_0689	Q31QE8	hypothetical protein	
SYNPCC7942_0688-MONOMER	SYNPCC7942_0688	Q31QE9	putative transcriptional regulator, ArsR family	
SYNPCC7942_0687-MONOMER	SYNPCC7942_0687	Q31QF0	hypothetical protein	
SYNPCC7942_0686-MONOMER	SYNPCC7942_0686	Q31QF1	conserved hypothetical protein	
SYNPCC7942_0685-MONOMER	SYNPCC7942_0685	Q31QF2	Chaperonin Cpn60/TCP-1	
SYNPCC7942_0684-MONOMER	SYNPCC7942_0684	Q31QF3	3-oxoacyl-(acyl-carrier-protein) reductase	FabG
SYNPCC7942_0683-MONOMER	SYNPCC7942_0683	Q31QF4	potassium channel protein	
SYNPCC7942_0682-MONOMER	SYNPCC7942_0682	Q31QF5	conserved hypothetical protein	
SYNPCC7942_0681-MONOMER	SYNPCC7942_0681	Q31QF6	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	IspD
SYNPCC7942_0680-MONOMER	SYNPCC7942_0680	Q31QF7	sterol C5-desaturase	sterol C5-desaturase-like
SYNPCC7942_0679-MONOMER	SYNPCC7942_0679	Q31QF8	RNA-binding region RNP-1	
SYNPCC7942_0678-MONOMER	SYNPCC7942_0678	Q31QF9	ribonuclease D	Rnd
SYNPCC7942_0677-MONOMER	SYNPCC7942_0677	Q31QG0	Pex monomer	Pex
SYNPCC7942_0676-MONOMER	SYNPCC7942_0676	Q31QG1	conserved hypothetical protein	
SYNPCC7942_0675-MONOMER	SYNPCC7942_0675	Q31QG2	conserved hypothetical protein	
SYNPCC7942_0674-MONOMER	SYNPCC7942_0674	Q31QG3	Coproporphyrinogen oxidase	HemF
SYNPCC7942_0673-MONOMER	SYNPCC7942_0673	Q31QG4	mutator mutT protein A/G-specific adenine glycosylase	
SYNPCC7942_0672-MONOMER	SYNPCC7942_0672	Q31QG5	group2 RNA polymerase sigma factor SigD	SigD
SYNPCC7942_0671-MONOMER	SYNPCC7942_0671	Q31QG6	conserved hypothetical protein	
SYNPCC7942_0670-MONOMER	SYNPCC7942_0670	Q31QG7	aspartate carbamoyltransferase	PyrB
SYNPCC7942_0669-MONOMER	SYNPCC7942_0669	Q31QG8	DNA-3-methyladenine glycosylase	Mpg
SYNPCC7942_0668-MONOMER	SYNPCC7942_0668	Q31QG9	conserved hypothetical protein	
SYNPCC7942_0667-MONOMER	SYNPCC7942_0667	Q31QH0	conserved hypothetical protein	
SYNPCC7942_0666-MONOMER	SYNPCC7942_0666	Q31QH1	Heat shock protein DnaJ-like	
SYNPCC7942_0665-MONOMER	SYNPCC7942_0665	Q31QH2	conserved hypothetical protein	
SYNPCC7942_0664-MONOMER	SYNPCC7942_0664	Q31QH3	Cyclic nucleotide-binding	
SYNPCC7942_0663-MONOMER	SYNPCC7942_0663	Q31QH4	putative adenylate/guanylate cyclase	
SYNPCC7942_0662-MONOMER	SYNPCC7942_0662	Q31QH5	hypothetical protein	
SYNPCC7942_0661-MONOMER	SYNPCC7942_0661	Q31QH6	conserved hypothetical protein	
SYNPCC7942_0660-MONOMER	SYNPCC7942_0660	Q31QH7		TyrA
SYNPCC7942_0659-MONOMER	SYNPCC7942_0659	Q31QH8	Rad3-related DNA helicases-like	
SYNPCC7942_0658-MONOMER	SYNPCC7942_0658	Q31QH9	conserved hypothetical protein	
SYNPCC7942_0657-MONOMER	SYNPCC7942_0657	Q31QI0	conserved hypothetical protein	
SYNPCC7942_0656-MONOMER	SYNPCC7942_0656	P11004	CP43	photosystem II 44 kDa reaction center protein, photosystem II  CP43 protein, PsbC
SYNPCC7942_0655-MONOMER	SYNPCC7942_0655	P11005	D2 protein	photosystem II D2 protein
SYNPCC7942_0654-MONOMER	SYNPCC7942_0654	Q31QI3	photosystem I assembly protein Ycf	Ycf
SYNPCC7942_0653-MONOMER	SYNPCC7942_0653	Q31QI4	peptidyl-prolyl <i>cis-trans</i> isomerase	
SYNPCC7942_0652-MONOMER	SYNPCC7942_0652	Q31QI5	conserved hypothetical protein	
SYNPCC7942_0651-MONOMER	SYNPCC7942_0651	Q31QI6	replication restart DNA helicase	primosomal protein N'
SYNPCC7942_0650-MONOMER	SYNPCC7942_0650	Q31QI7	N-acetyltransferase	Nat
SYNPCC7942_0649-MONOMER	SYNPCC7942_0649	P38023	sigma factor rpoD1	
SYNPCC7942_0648-MONOMER	SYNPCC7942_0648	Q31QI9	hypothetical protein	
SYNPCC7942_0647-MONOMER	SYNPCC7942_0647	Q31QJ0	conserved hypothetical protein	
SYNPCC7942_0646-MONOMER	SYNPCC7942_0646	Q31QJ1	hypothetical protein	
SYNPCC7942_0645-MONOMER	SYNPCC7942_0645	Q31QJ2	glutamate-1-semialdehyde-2,1-aminomutase	HemL
SYNPCC7942_0644-MONOMER	SYNPCC7942_0644	Q9KHI5	circadian input kinase A	CikA
SYNPCC7942_0643-MONOMER	SYNPCC7942_0643	Q31QJ4	hypothetical protein	
SYNPCC7942_0642-MONOMER	SYNPCC7942_0642	Q31QJ5	peroxiredoxin PrxQ-B	
SYNPCC7942_0641-MONOMER	SYNPCC7942_0641	Q31QJ6	succinate dehydrogenase subunit A	SdhA, succinate dehydrogenase or fumarate reductase, flavoprotein subunit
SYNPCC7942_0640-MONOMER	SYNPCC7942_0640	Q31QJ7	ATPase	
SYNPCC7942_0639-MONOMER	SYNPCC7942_0639	Q31QJ8	enolase	Eno
SYNPCC7942_0638-MONOMER	SYNPCC7942_0638	Q31QJ9	lactoylglutathione lyase	GloA, Glyoxalase I
SYNPCC7942_0637-MONOMER	SYNPCC7942_0637	O34209	ClpB-2 monomer	
SYNPCC7942_0636-MONOMER	SYNPCC7942_0636	Q31QK1	SecE subunit of protein translocation complex	SecE
SYNPCC7942_0635-MONOMER	SYNPCC7942_0635	Q31QK2	NusG antitermination factor	NusG
SYNPCC7942_0634-MONOMER	SYNPCC7942_0634	Q31QK3	50S ribosomal subunit protein L11	RplK
SYNPCC7942_0633-MONOMER	SYNPCC7942_0633	Q31QK4	50S ribosomal subunit protein L1	RplA
SYNPCC7942_0632-MONOMER	SYNPCC7942_0632	Q31QK5	50S ribosomal subunit protein L10	RplJ
SYNPCC7942_0631-MONOMER	SYNPCC7942_0631	Q31QK6	50S ribosomal subunit protein L7/L12	RplL
SYNPCC7942_0630-MONOMER	SYNPCC7942_0630	Q31QK7	hypothetical protein	
SYNPCC7942_0629-MONOMER	SYNPCC7942_0629	Q31QK8	hypothetical protein	
SYNPCC7942_0628-MONOMER	SYNPCC7942_0628	Q31QK9	spermidine synthase	SpeE
SYNPCC7942_0627-MONOMER	SYNPCC7942_0627	Q31QL0	conserved hypothetical protein	
SYNPCC7942_0626-MONOMER	SYNPCC7942_0626	Q31QL1	dihydroxy-acid dehydratase	IlvD
SYNPCC7942_0625-MONOMER	SYNPCC7942_0625	Q31QL2	Single-stranded nucleic acid binding protein R3H	
SYNPCC7942_0624-MONOMER	SYNPCC7942_0624	Q8GLI4	light dependent period	LdpA
SYNPCC7942_0623-MONOMER	SYNPCC7942_0623	Q31QL4	thioredoxin reductase	TrxB
SYNPCC7942_0622-MONOMER	SYNPCC7942_0622	Q31QL5	ATPase	
SYNPCC7942_0621-MONOMER	SYNPCC7942_0621	Q31QL6	conserved hypothetical protein	
SYNPCC7942_0620-MONOMER	SYNPCC7942_0620	Q31QL7	conserved hypothetical protein	
SYNPCC7942_0619-MONOMER	SYNPCC7942_0619	Q31QL8	conserved hypothetical protein	
SYNPCC7942_0618-MONOMER	SYNPCC7942_0618	Q31QL9	adenosylhomocysteinase	AhcY
SYNPCC7942_0617-MONOMER	SYNPCC7942_0617	Q31QM0	conserved hypothetical protein	
SYNPCC7942_0616-MONOMER	SYNPCC7942_0616	Q31QM1	heat-inducible transcription repressor HrcA	HrcA
SYNPCC7942_0615-MONOMER	SYNPCC7942_0615	Q31QM2	Rhodanese-like	
SYNPCC7942_0614-MONOMER	SYNPCC7942_0614	Q31QM3	conserved hypothetical protein	
SYNPCC7942_0613-MONOMER	SYNPCC7942_0613	Q31QM4	phosphohistidine phosphatase, SixA	SixA
SYNPCC7942_0612-MONOMER	SYNPCC7942_0612	Q31QM5	2-methylcitrate synthase/citrate synthase II	GltA
SYNPCC7942_0611-MONOMER	SYNPCC7942_0611	Q31QM6	MutS2 family protein	
SYNPCC7942_0610-MONOMER	SYNPCC7942_0610	Q8VPU8	conserved hypothetical protein	
SYNPCC7942_0609-MONOMER	SYNPCC7942_0609	Q8VPU9	proton-translocating NADH-quinone oxidoreductase subunit NdhD4	
SYNPCC7942_0608-MONOMER	SYNPCC7942_0608	Q31QM9	conserved hypothetical protein	
SYNPCC7942_0607-MONOMER	SYNPCC7942_0607	Q31QN0	conserved hypothetical protein	
SYNPCC7942_0606-MONOMER	SYNPCC7942_0606	Q31QN1	leucyl/phenylalanyl-tRNA--protein transferase	Aat
SYNPCC7942_0605-MONOMER	SYNPCC7942_0605	Q31QN2	conserved hypothetical protein	
SYNPCC7942_0604-MONOMER	SYNPCC7942_0604	Q31QN3	ribulose-phosphate 3-epimerase	CbbE
SYNPCC7942_0603-MONOMER	SYNPCC7942_0603	Q31QN4	Glucose-1-phosphate adenylyltransferase	GlgC
SYNPCC7942_0602-MONOMER	SYNPCC7942_0602	Q31QN5	conserved hypothetical protein	
SYNPCC7942_0601-MONOMER	SYNPCC7942_0601	Q31QN6	hypothetical protein	
SYNPCC7942_0600-MONOMER	SYNPCC7942_0600	Q31QN7	serine/threonine protein kinase	SpkA
SYNPCC7942_0599-MONOMER	SYNPCC7942_0599	Q31QN8	putative transcriptional regulator, TetR family	
SYNPCC7942_0598-MONOMER	SYNPCC7942_0598	Q31QN9	Peptidoglycan-binding LysM	
SYNPCC7942_0597-MONOMER	SYNPCC7942_0597	Q31QP0	naphthoate synthase	
SYNPCC7942_0596-MONOMER	SYNPCC7942_0596	Q31QP1	delta(24)-sterol C-methyltransferase	
SYNPCC7942_0595-MONOMER	SYNPCC7942_0595	Q31QP2	hypothetical protein	
SYNPCC7942_0594-MONOMER	SYNPCC7942_0594	Q31QP3	conserved hypothetical protein	
SYNPCC7942_0593-MONOMER	SYNPCC7942_0593	Q31QP4	hypothetical protein	
SYNPCC7942_0592-MONOMER	SYNPCC7942_0592	Q31QP5	6-phosphofructokinase	PfkA
SYNPCC7942_0591-MONOMER	SYNPCC7942_0591	Q31QP6	membrane protein-like	
SYNPCC7942_0590-MONOMER	SYNPCC7942_0590	Q31QP7	membrane protein-like	
SYNPCC7942_0589-MONOMER	SYNPCC7942_0589	Q31QP8	Fe-S-cluster oxidoreductase-like	
SYNPCC7942_0588-MONOMER	SYNPCC7942_0588	Q31QP9	phosphoribosylglycinamide formyltransferase 2	
SYNPCC7942_0587-MONOMER	SYNPCC7942_0587	Q31QQ0	valyl-tRNA synthetase	ValS
SYNPCC7942_0586-MONOMER	SYNPCC7942_0586	Q31QQ1	conserved hypothetical protein	
SYNPCC7942_0585-MONOMER	SYNPCC7942_0585	Q31QQ2	PDZ/DHR/GLGF	
SYNPCC7942_0584-MONOMER	SYNPCC7942_0584	Q31QQ3	ribose 5-phosphate isomerase	RpiA
SYNPCC7942_0583-MONOMER	SYNPCC7942_0583	Q31QQ4	Magnesium chelatase subunit I	ChlI
SYNPCC7942_0582-MONOMER	SYNPCC7942_0582	Q31QQ5	conserved hypothetical protein	
SYNPCC7942_0581-MONOMER	SYNPCC7942_0581	Q31QQ6	conserved hypothetical protein	
SYNPCC7942_0580-MONOMER	SYNPCC7942_0580	Q31QQ7	Peptidoglycan glycosyltransferase	
SYNPCC7942_0579-MONOMER	SYNPCC7942_0579	Q9R6U1	sulfoquinovosyldiacylglycerol synthase	SqdX
SYNPCC7942_0578-MONOMER	SYNPCC7942_0578	Q54734	UDP-sulfoquinovose synthase	SqdB
SYNPCC7942_0577-MONOMER	SYNPCC7942_0577	Q31QR0	conserved hypothetical protein	
SYNPCC7942_0576-MONOMER	SYNPCC7942_0576	Q31QR1	thiamine biosynthesis protein ThiG	ThiG
SYNPCC7942_0575-MONOMER	SYNPCC7942_0575	Q31QR2	conserved hypothetical protein	
SYNPCC7942_0574-MONOMER	SYNPCC7942_0574	Q31QR3	conserved hypothetical protein	
SYNPCC7942_0573-MONOMER	SYNPCC7942_0573	Q31QR4	hypothetical protein	
SYNPCC7942_0572-MONOMER	SYNPCC7942_0572	Q31QR5	conserved hypothetical protein	
SYNPCC7942_0571-MONOMER	SYNPCC7942_0571	Q31QR6	sugar (Glycoside-Pentoside-Hexuronide) transporter	
SYNPCC7942_0570-MONOMER	SYNPCC7942_0570	Q31QR7	DNA polymerase III alpha subunit C-terminal part/intein	
SYNPCC7942_0569-MONOMER	SYNPCC7942_0569	Q31QR8	group2 RNA polymerase sigma factor	
SYNPCC7942_0568-MONOMER	SYNPCC7942_0568	Q31QR9	cytosine deaminase	CodA
SYNPCC7942_0567-MONOMER	SYNPCC7942_0567	Q31QS0	conserved hypothetical protein	
SYNPCC7942_0566-MONOMER	SYNPCC7942_0566	Q31QS1	HAD-superfamily hydrolase subfamily IIB	
SYNPCC7942_0565-MONOMER	SYNPCC7942_0565	Q31QS2	FHA domain containing protein	
SYNPCC7942_0564-MONOMER	SYNPCC7942_0564	Q31QS3	ATPase	
SYNPCC7942_0563-MONOMER	SYNPCC7942_0563	Q31QS4	UvrABC system protein, B subunit	UvrB
SYNPCC7942_0562-MONOMER	SYNPCC7942_0562	Q31QS5	conserved hypothetical protein	
SYNPCC7942_0561-MONOMER	SYNPCC7942_0561	Q31QS6	hypothetical protein	
SYNPCC7942_0560-MONOMER	SYNPCC7942_0560	Q31QS7	ATPase	
SYNPCC7942_0559-MONOMER	SYNPCC7942_0559	Q31QS8	33 kDa chaperonin	HslO
SYNPCC7942_0558-MONOMER	SYNPCC7942_0558	Q31QS9	conserved hypothetical protein	
SYNPCC7942_0557-MONOMER	SYNPCC7942_0557	Q31QT0	hypothetical protein	
SYNPCC7942_0556-MONOMER	SYNPCC7942_0556	Q31QT1	SrrB response regulator	SrrB
SYNPCC7942_0555-MONOMER	SYNPCC7942_0555	Q31QT2	zinc metalloprotease	
SYNPCC7942_0554-MONOMER	SYNPCC7942_0554	Q31QT3	conserved hypothetical protein	
SYNPCC7942_0553-MONOMER	SYNPCC7942_0553	Q31QT4	Secretion protein HlyD	HlyD
SYNPCC7942_0552-MONOMER	SYNPCC7942_0552	Q31QT5	UDP-N-acetylglucosamine 2-epimerase	NfrC
SYNPCC7942_0551-MONOMER	SYNPCC7942_0551	Q31QT6	conserved hypothetical protein	
SYNPCC7942_0550-MONOMER	SYNPCC7942_0550	Q31QT7	hypothetical protein	
SYNPCC7942_0549-MONOMER	SYNPCC7942_0549	Q31QT8	conserved hypothetical protein	
SYNPCC7942_0548-MONOMER	SYNPCC7942_0548	Q31QT9	conserved hypothetical protein	
SYNPCC7942_0547-MONOMER	SYNPCC7942_0547	Q31QU0	conserved hypothetical protein	
SYNPCC7942_0546-MONOMER	SYNPCC7942_0546	Q6VYY4	Na+/H+ antiporter	
SYNPCC7942_0545-MONOMER	SYNPCC7942_0545	Q31QU2	hypothetical protein	
